DEPOS_ID,FULL_NAME,STREET,CITY,STATE,ZIP,REP_NUM,
"1041","Citizens Bank of Ada","123 W 12th St","Ada","OK","","15759"
"1042","Bank of Oklahoma","81st & Aspen","Broken Arrow","Ok","74012","31764"
"1043","BancFirst","PO Box 26788","Oklahoma City","OK","","21761"
"1044","Arvest Bank","PO Box 1229","Bentonville","AR","","22770"
"1045","First National Bank & Trust Co","PO Box 407","Vinita","OK","","23684"
"1046","Spirit Bank","1315 E Taft","Sapulpa","OK","","22359"
"1047","Arvest Bank","PO Box 900","Norman","OK","","23190"
"1048","Stillwater National Bank","6300 Waterford Blvd","Oklahoma City","OK","","15462"
"1049","Arvest Bank","3900 N Lincoln","Oklahoma City","OK","","15757"
"1050","BancFrist","PO Box1608","Shawnee","OK","","15764"
"1051","Bank of America","","Tulsa","OK","","15914"
"1053","Bank of America","West Main","Norman","OK","73069","22077"
"1054","Stillwater National Bank","PO Box 1988","Stillwater","OK","","22217"
"1055","Spirit Bank","","Bristow","OK","","17492"
"1056","BancFirst","2400 Old Shawnee","Muskogee","OK","","21759"
"1058","Waypoint Bank","39 Hanover St","Spring Grove","PA","17362","16674"
"1057","Farmers First Bank","10 S Main St","Spring Grove","PA","","16674"
"1060","Federal Employees Credit Union","","","","","16995"
"1059","Bank of America","","","","","16995"
"1061","Spirit Bank","","Oklahoma City","OK","","16996"
"1062","Spirit Bank","","Bristow","OK","","17854"
"1063","UMB Bank","","Tulsa","OK","","17192"
"1064","BancFirst","101 N Broadway","Oklahoma City","OK","","21779"
"1065","Kirkpatrick Bank","222 NW 63rd St","Oklahoma City","OK","","17195"
"1066","Spirit Bank","","Bristow","OK","","17196"
"1067","Bank of Oklahoma","1400 E 15th St","Edmond","OK","","20867"
"1068","Spirit Bank","601 N Main","Bristow","OK","","17198"
"1069","Bank of America","PO Box 2518","Houston","TX","","17855"
"1070","Allen Thompson","5321 S Bodine Dr","Oklahoma City","OK","","17252"
"1071","Arvest Bank","4301 West Memorial Rd","Oklahoma City","OK","","22237"
"1072","BancFirst","Main & Broadway","Oklahoma City","OK","73102","17552"
"1073","Bank of Oklahoma","PO Box 24128","Oklahoma City","OK","","22264"
"1074","First Fidelity Bank","700 SW 29th St","Oklahoma City","OK","","22329"
"1075","BancFirst","PO Box 26788","Oklahoma City","OK","","17475"
"1076","Riggs Bank NA","PO Box 96758","Washington","DC","","17476"
"1077","None at this time.","","","","","17477"
"1078","Grand Lake Bank","4200 E Skelly Dt #200","Tulsa","OK","","22420"
"1079","Bank of Oklahoma","","Oklahoma City","OK","","19666"
"1080","Regent Bank","PO Box 432","Nowata","OK","","22397"
"1081","BancFirst","PO Box 26788","Oklahoma City","OK","","21480"
"1082","BancFirst","PO Box 419","Kingfisher","OK","","22786"
"1083","Colonial Bank","","Birmingham","AL","","21101"
"1084","Bank of Oklahoma","","","","","22467"
"1085","Amalgamated Bank","","Washington","DC","","17713"
"1086","First American Bank East Normo","324 N Main St","Purcell","OK","","21972"
"1087","Amalgamated Bank","1825 K St NW","Washington","DC","","18726"
"1088","First Bank Centre","1650 S Elm Place","Broken Arrow","OK","","29944"
"1089","Bank 2","909 S Meridian","Oklahoma City","OK","","18728"
"1090","Bank of America","750 15th St NW","Washington","DC","","22766"
"1091","Riggs Bank NA","1919 Penn Ave NW","Washington","DC","","22362"
"1092","Wachovia","20th &","","DC","","21717"
"1093","Harris Trust and Savings Bank","111 W Monroe St","Chicago","IL","","22130"
"1094","Spirit Bank","PO Box 1283","Sapulpa","OK","","19624"
"1095","Southwest Trust","230 4th Ave","Nashville","TN","","27789"
"1096","Bank of Nichols Hills","2644 NW 63rd St","Oklahoma City","OK","","19288"
"1097","Arvest State Bank","502 S Main Mall","Tulsa","OK","74103","19289"
"1098","Bank South","6130 E 81st St","Tulsa","OK","","30036"
"1099","Frist National Bank","15801 NE 23rd St","Choctaw","OK","","24924"
"1100","Quail Creek Bank NA","12201 N May Ave","Oklahoma City","OK","","21088"
"1101","Arvest Bank","735 N York","Muskogee","OK","","27761"
"1102","Arvest Bank","PO Box 55500","Oklahoma City","OK","","19889"
"1103","American State Bank","1300 N Lottie","Oklahoma City","OK","","19975"
"1104","Bank First","1000 Enterprise Ave","Oklahoma City","OK","","19981"
"1106","Oklahoma Employees Credit Union","200 NE 21st St","Oklahoma City","OK","73112","19986"
"1105","McClain County National Bank","131 W Main St","Purcell","OK","","19986"
"1107","First Enterprise Bank","","","","","19988"
"1108","First Bank of Cleveland","PO Box 9","Cleveland","OK","","19990"
"1109","Liberty National Bank","","Oklahoma City","OK","","19992"
"1110","First Bank of Cleveland","PO Box 9","Cleveland","OK","","19996"
"1111","First National Bank","100 N High St","Antlers","OK","","19997"
"1112","The F & M Bank & Trust Company","PO Box 4500","Tulsa","OK","","20084"
"1113","First National Bank & Trust Co","302 Chickasha Ave","Chickasha","OK","","25386"
"1114","State Bank","","Tulsa","OK","","25084"
"1115","Arvest Bank","9th & Broadway","Shawnee","OK","","25024"
"1116","Spirit Bank","601 N Main","Bristow","OK","","22234"
"1117","Landmark Bank","PO Box 823","Madill","OK","","22123"
"1118","Citizens Bank of Ada","","","","","20897"
"1119","Midfirst Bank","","Oklahoma City","OK","","20525"
"1120","Valliance Bank NA","1601 NW Expwy Ste 100","Oklahoma City","OK","","21064"
"1121","First United Bank","PO Box 130","Durant","OK","","20584"
"1122","First Bank & Trust Co","PO Box 427","Wagoner","OK","","20704"
"1123","Bank of Commerce","102 W 9th St","Weleetka","OK","","20798"
"1124","National Bank of Commerce","PO Box 70","Duncan","OK","","20830"
"1125","Intrust Bank","100 S Broadway","Moore","OK","","20846"
"1126","Landmark Bank","PO Box 250","Tishomingo","OK","","21182"
"1127","1st National Bank","2911 S Air Depot","Midwest City","OK","","21183"
"1128","Citizens Bank of Oklahoma","PO Box 27","Pawhuska","OK","","31431"
"1129","First National Bank","110 & Broadway","Altus","OK","","21355"
"1130","AmSouth Bank","315 Deaderick Street, 10th Floor","Nashville","TN","37237","28724"
"1131","Riggs National Bank","1913 Mass Ave NW","Washington","DC","","21866"
"1132","Arvest Bank","9701 E 31st St","Tulsa","OK","","22439"
"1133","BancFirst","PO Box 193","Marlow","OK","","22444"
"1134","Central National Bank","209 Clayton","Poteau","OK","","22473"
"1135","Osage Federal Bank","239 E Main St","Pawhuska","OK","","22474"
"1136","Bank of Oklahoma","201 S Main St","Grove","OK","","25464"
"1137","First American Bank","801s 12th Ave NE","Norman","OK","","22480"
"1138","First Fidelity Bank","PO BOx 32282","Oklahoma City","OK","","22481"
"1139","Bank of Oklahoma","9520 N May Ave","Oklahoma City","OK","","22482"
"1140","First National Bank of Pawnee","","Pawnee","OK","","22483"
"1141","Mayes County Fed Credit Union","19 N Rowe","Pryor","OK","","22484"
"1020","BancFirst","","Muskogee","OK","","11792"
"894","BancFirst","PO Box 160","Guthrie","OK","","10819"
"895","Bank of Oklahoma","201 Robert S Kerr","Oklahoma City","OK","","20305"
"896","Bank of Oklahoma","","","","","15761"
"897","First National Bank of Coweta","","","","","10874"
"898","First United Bank","300 W Lillie Blvd","Madill","OK","","10875"
"1859","1st National Bank ","PO Box 6660","Grove","OK","74344","35228"
"1861","Republic Bank & Trust ","36th & W Robinson ","Norman","OK","73072","35330"
"1862","Oklahoa Employees Credit Union ","Somewhere In ","Oklahoma City ","OK","73100","35331"
"1868","Legacy Bank","1401 S. Broadway","Marlow","OK","73055","35332"
"1866","RCB Bank ","11633 E 86th St N ","Owasso ","OK","74055","35335"
"1865","BancFirst","","","","","35334"
"1867","Legacy Bank ","103 E Main St ","Hinton ","OK","73047","35336"
"1869","Interbank","1300 Gary Blvd","Clinton","OK","73601","35338"
"1870","First United Bank","912 E Independence","Shawnee","OK","","35339"
"1871","Yukon National Bank ","PO Box 851700","Yukon ","OK","73085","35340"
"2506","Washita State Bank","PO Box 390","Burns Flat","OK","73624","37520"
"2508","First Bethany Bank And Trust","6500 NW 39th Expressway","Bethany","OK","73008","37583"
"2512","First Bank Of Owasso","PO Box 1800","Owasso","OK","74055","37602"
"2514","Security National Bank","201 W Broadway","Enid","OK","73701","37616"
"2515","First Security Bank","1541 NE 23rd St, PO Box 11287","Oklahoma City","OK","73136","37618"
"2516","First Security Bank","1541 NE 23rd St, PO Box 11287","Oklahoma City","OK","73136","37627"
"2518","Bank Of Oklahoma","Somewhere In ","Oklahoma City ","OK","73100","37662"
"2520","BancFirst","1111 N. Lincoln","Oklahoma City","OK","73126","37671"
"2519","UMB Bank","2079 Penn Sq","Oklahoma City","OK","","37671"
"4159","BancFirst ","PO Box 26788","Oklahoma City ","OK","73126-0788","49009"
"4079","BancFirst","P.O. Box 26788","Oklahoma City","OK","73126","48734"
"4081","BancFirst","PO Box 26788","Oklahoma City","OK","73126-0788","48741"
"4083","Bank of Oklahoma","2021 S Lewis Ste 255","Tulsa","OK","","48748"
"4086","Bank Of Oklahoma","PO BOX 2300","Tulsa","OK","74102-2300","48755"
"4087","Bank Of Oklahoma","2021 S Lewis Ave Ste 255","Tulsa","OK","74104","48757"
"4088","Bancfirst","101 N. Broadway","Oklahoma City","OK","73102","48759"
"4094","Coppermark Bank","4631 NW 23rd St","Oklahoma City","OK","","48803"
"4096","Bank One","300 South Riverside - 17th Floor","Chicago","IL","60606","48808"
"4099","Kirkpatrick Bank","222 NW 63rd St","Oklahoma City","OK","73116","48812"
"4102","M & I Bank","5120 S Garnett Rd","Tulsa","OK","74146","48820"
"4103","Arvest Bank","5120 S. Garnett Road","Tulsa","OK","74146","48820"
"4111","Central National Bank","PO Box 3448","Enid","OK","73702","48829"
"4117","Chase","18 E 15th St ","Edmond","OK","73013","48859"
"4124","Bancfirst","124 S. Main St.","Kingfisher","OK","73750","48866"
"4120","JP Morgan Chase Bank","1200 NW 63rd Suite 200","Oklahoma City","OK","73116","48867"
"4121","Wachovia Bank","PO Box 758637","Baltimore","MD","21275","48868"
"4122","Bank Of Oklahoma","210 Robert S Kerr","Oklahoma City","OK","00000","48871"
"4136","MidFirst Bank","43rd S Peoria","Tulsa","OK","74105","48918"
"4137","The Bank NA","","McAlester","OK","","48933"
"4138","The Bank NA","201 E Carlalbert Pkwy","McAlester","OK","","48935"
"4140","Carolina Alliance Bank","102 West Henry Street","Spartanburg","SC","29306","48941"
"4139","Bank Of America","295 E Main St","Spartanburg","SC","29304","48941"
"4146","First Fidelity Bank","PO Box 32282","Moore","OK","73160","48962"
"4143","First Fidelity Bank","400 S Eastern","Moore","OK","73160","48962"
"4145","Merrill Lynch","1850 K St NW","Washington","DC","20006","48964"
"4144","Bank Of America","1501Penn Ave NW","Washington","DC","20005","48964"
"4148","Focus Federal Credit Union","420 NE 10th St","Oklahoma City","OK","73104","48971"
"4222","American Heritage Bank","P.O. Box 1408","Sapulpa","OK","74067","48982"
"4221","ONB Bank","P.O. Box  2600","Sapulpa","OK","74066","48982"
"4150","SpiritBank","301 NW 63rd Street, Ste. 340","Oklahoma City","OK","73116","48984"
"4151","Bank Of Oklahoma","PO Box 24128","Oklahoma City","OK","73124-0128","48986"
"4152","Legacy Bank","701 E Main St","Weatherford","OK","73096","48998"
"4158","BancFirst","PO Box 26788","Oklahoma City ","OK","73126-0788","49008"
"4157","BancFirst","PO Box 26788","Oklahoma City","OK","","49007"
"4511","Coppermark Bank","3333 NW Expressway St.","Oklahoma City","OK","73112","49854"
"4508","US Bank","9900 W 87th St","Overland Park","KS","66212","49856"
"4509","None Given","None","None","OK","00000","49862"
"4510","Bank Of Oklahoma","300 N 32nd","Muskogee","OK","74401","49864"
"4512","Interbank Clinton","807 Gary Boulevard","Clinton","OK","73601","49865"
"4519","Republic Bank & Trust","P.O. 5369","Norman","OK","73070","49890"
"4513","Arvest Bank","1501 W Edmond Rd","Edmond","OK","73003","49929"
"4537","FIRST STATE BANK","PO BOX 827","TAHLEQUAH","OK","74465","49937"
"4514","First State Bank","PO Box 827","Tahlequah","OK","74464","49942"
"4522","Bank Of America","7110 S. Lewis","Tulsa","OK","74136","49955"
"4515","BancFirst","101 N Broadway","Oklahoma City","OK","73102","49978"
"4547","First National Bank Of Stigler","300 East Main","Stigler","OK","74462","50000"
"2985","JPMorgan Chase Bank, N.A.","1200 NW 63rd St","Oklahoma City","OK","73125","42887"
"2986","JPMorgan Chase Bank, N.A.","1200 NW 63rd St","Oklahoma City","OK","73125","42888"
"2987","Lakeside State Bank","12602 S Highway 169 Box 190","Oologah","OK","74053","42962"
"3603","Bank Of Oklahoma","Box  24128","Oklahoma City","OK","73124","45061"
"3604","Coppermark Bank","PO Box 25676 -- 23rd & Meridian","Oklahoma City","OK","73125-0676","45062"
"3606","Republic Bank Of Norman","PO Box 5369","Norman","OK","73070","45082"
"3608","Home National Bank","324 S Duck","Stillwater","OK","74074","45098"
"3609","Home National Bank","324 S Duck","Stillwater","OK","74074","45102"
"3613","Central National Bank","PO Box 340","Poteau","OK","74953","45126"
"3611","First American Bank","2101 S I-35 Frontage Rd","Moore","OK","73160","45125"
"3614","Fort Gibson State Bank ","200 S Lee","Fort Gibson","OK","74434","45127"
"3615","Focus Federal Credit Union","420 NE 10th St","Oklahoma City","OK","73104","45128"
"3616","Arvest Bank","4548 E 51st St","Tulsa","OK","","45129"
"3623","Arvest Bank","3900 N Lincoln Blvd","Oklahoma City","OK","73105","45144"
"3624","Bank First","Not Given","Not Given","OK","00000","45145"
"3626","Spirit Bank","Not Given","Bristow","OK","00000","45156"
"3627","Canadian State Bank","2500 S Cornwell Dr","Yukon","OK","73099","45158"
"3628","First National Bank Of Chickasha","3rd St & Chickasha Ave","Chickasha","OK","73018","45160"
"3629","First National Bank","PO Box 340","Sallisaw","OK","74955","45161"
"3666","BancFirst","PO Box 1489","Muskogee","OK","74402","45489"
"3671","BancFirst","PO Box 1489","Muskogee","OK","74402-1489","45542"
"3683","Citizens Security Bank","401 N. Main","Muskogee","OK","74401","45815"
"3684","Bank Of America","PO Box 25189","Oklahoma City","OK","73125-0189","45835"
"3685","Fifth Third Bank","424 Church Street, Suite 600","Nashville","TN","37219","45893"
"3698","Bank Of Oklahoma","320 Robert S Kerr","Oklahoma City","OK","73102","45974"
"3699","Bank Of Eufaula","102 N Main St","Eufaula","OK","74432","45976"
"4160","BancFirst","PO Box 26788","Oklahoma City","OK","73157","49010"
"4162","BancFirst","PO Box 26788","Oklahoma City","OK","73157","49012"
"4163","SunTrust Bank","1750 New York Avenue","Washington","DC","20006","49014"
"4164","BancFirst","PO Box 26788","Oklahoma City","OK","73157","49015"
"4166","Commerce Bank","6130 East 81st St","Tulsa","OK","74137-2101","49022"
"4167","The Stock Exchange Bank","PO Box 1008","Woodward","OK","73802","49033"
"4168","SunTrust Bank","1750 New York Avenue","Washington","DC","20006","49045"
"4169","Arvest Bank","10615 E 81st St","Tulsa","OK","74133-4560","49082"
"4170","Arvest Bank","Not Given","Oklahoma City","OK","00000","49102"
"4172","Stillwater National Bank","PO Box 1988","Stillwater","OK","74076","49109"
"4175","Bank Of America (OKC Branch) Corporate Location","PO Box 25118","Tampa","FL","33622-5118","49129"
"4184","JP Morgan Chase Bank","420 West Van Buren - 10th Floor","Chicago","IL","60606","49147"
"4176","Chase Bank","PO Box 25848","Oklahoma City","OK","73125","49134"
"4177","BancFirst","PO Box 26788","Oklahoma City","OK","73126","49135"
"4178","Kirkpatrick Bank","15 E 15th","Edmond","OK","73013","49136"
"4190","Idabel National Bank","1201 SE Washington","Idabel","OK","74745","49161"
"4193","1st National Bank","610 E 8th St ","Okmulgee","OK","74447","49166"
"4197","JP Morgan Chase Bank","2200 Ross Ave","Dallas","TX","75201","49173"
"4200","Fifth Third Bank","105 S York St","Elmhurst","IL","60126","49179"
"4202","Merrill Lynch State St Bank & Trust Co.","One Financial Center 23rd Fl ","Boston","MA","02111","49180"
"4201","First Fidelity Bank NA","2000 Classen Blvd ","Oklahoma City","OK","73106","49180"
"4203","Canadian State Bank","2500 S Cornwell Dr","Yukon","OK","73099","49181"
"4205","Arvest Bank","3900 N Lincoln Blvd","Oklahoma City","OK","73105","49184"
"4208","Bank Of Oklahoma","PO Box 24128","Oklahoma City","OK","73124-0128","49187"
"4209","Wachovia","Albany St","New Brunswick","NJ","08933","49205"
"4210","Union National Bank","PO Box 278","Chandler","OK","74834","49206"
"4211","Banc First","In Guthrie","Guthrie","OK","73044","49207"
"4212","BancFirst","PO Box 988","Norman","OK","73070-6061","49209"
"4213","Exchange Bank & Trust","PO Box 797, 523 Delaware","Perry","OK","73077","49211"
"4214","Bank Of Oklahoma","PO Box 24128","Oklahoma City","OK","73124-0128","49212"
"4216","Stillwater National Bank","PO Box 1988","Stillwater","OK","74076","49213"
"4219","Comerica Bank","PO Box 75000","Detroit","MI","48275","49230"
"4549","The Bank N.A.","P.O.Box 1067","McAlester","OK","74502","50014"
"4518","Community Bank","104 South Main PO Box 1020","Bristow","OK","74010","50022"
"4520","First United Bank","P.O. Box 790","Holdenville","OK","74848","50042"
"4524","1st National Bank","8 E Main ","Idabel","OK","74745","50115"
"4525","Arvest Bank","101 S Third","McAlester","OK","74501","50116"
"4528","UNION BANK","1201 W. MEMORIAL RD.","OKLAHOMA CITY","OK","73114","50130"
"4526","First American Bank","PO Box 1560","Purcell","OK","73080","50135"
"4527","Bank Of Oklahoma","1601 N Peoria Ave","Tulsa","OK","74106","50149"
"3700","BancFirst","PO Drawer R","Prague","OK","74864","45990"
"3702","Mechanics And Farmers Bank","PO Box 1932","Durham","NC","27702","46007"
"3705","BancFirst ","4200 S Sunnylane Rd ","Del City ","OK","73115","46010"
"3710","First National Bank","510 N. Main","Muskogee","OK","74401","46079"
"3716","American Heritage Bank","2 S Main","Sapulpa","OK","74066","46106"
"3717","Chase Bank","PO Box 260180","Baton Rouge ","LA","70826-0180","46107"
"3727","SpiritBank","301 NW 63rd Street, Ste. 340","Oklahoma City","OK","73116","46157"
"3750","First United Bank And Trust Company","1400 West Main Street","Durant","OK","74701","46199"
"3763","Oklahoma National Bank","2424 E 21st St Ste 100","Tulsa","OK","74114","46446"
"3766","Bank Of Oklahoma","210 Robert S Kerr","Oklahoma City","OK","00000","46477"
"3767","Arvest Bank","PO Box 55500","Oklahoma City","OK","73155","46479"
"3769","Arvest Bank","PO Box 1229","Bentonville","AR","72712","46498"
"3770","Bank Of America","P. O. Box 25118","Tampa","FL","33622-5118","46500"
"3775","Arvest Bank","P.O. Box 999","Bartlesville","OK","74005","46585"
"3776","Fraternal Order Of Police Credit Union","10110 E 11th St","Tulsa","OK","74128","46602"
"4223","First National Bank ","PO Box 278","Lindsay ","OK","73052","49247"
"4224","First Fidelity Bank","PO Box 32282","Oklahoma City","OK","73123-0482","49248"
"4225","Bank Of Oklahoma","PO Box 24128","Oklahoma City","OK","73124","49250"
"4226","Central National Bank","P.O. Box 3448","Enid","OK","73702","49251"
"4227","BancFirst ","4200 S Sunnylane Rd ","Del City ","OK","73115","49252"
"4228","BancFirst","PO Box 26788","Oklahoma City","OK","73126-0788","49253"
"4229","Union Bank","Not Given","Chandler","OK","00000","49254"
"4230","J P Morgan Chase","One Chase Manhattan Plaza, 7th Flr","New York","NY","10005","49255"
"4231","First National Bank","PO Box 340","Sallisaw","OK","74955","49256"
"4235","Bank of America","","Austin","TX","","49260"
"4234","Security National Bank","PO Box 147","Sioux City","IA","51102","49259"
"4236","Arvest Bank","PO Box 999","Bartlesville","OK","74005-0999","49261"
"4332","BancFirst","124 S Main","Kingfisher","OK","73750","49263"
"4238","Rogers Co Bank","","Owasso","OK","","49264"
"4239","Fraternal Order Of Police Credit Union","10110 E 11th St","Tulsa","OK","74128","49265"
"4240","Mid First Bank ","PO Box 76149","Oklahoma City ","OK","73147","49266"
"4242","First American Bank","2101 S I-35 Frontage Rd","Moore","OK","73160","49268"
"4243","Cornerstone Bank","115 West A St","Watonga","OK","73772","49270"
"4244","JPMorgan Chase","201 Main Street","Fort Worth","TX","76102","49272"
"4245","BancFirst","PO Box 26788","Oklahoma City","OK","73126","49273"
"4246","Republic Bank And Trust ","PO Box 5369","Norman","OK","73070","49276"
"4247","First State Bank","PO Box 827","Tahlequah","OK","74465","49277"
"4249","Oklahoma RE&T Credit Union ","Box 54309","Oklahoma City ","OK","73154","49279"
"4248","Citizens Bank","PO Box 1468","Ada","OK","74820","49279"
"4250","First Bank","1698 S Lynn Riggs","Claremore","OK","74017","49280"
"4251","Exchange Bank & Trust","PO Box 797","Perry","OK","73077","49281"
"4252","First National Bank ","PO Box 6660","Grove","OK","74344","49282"
"4253","Wachovia Bank NA ","Somewhere In ","New York","NY","10017","49283"
"4255","Spirit Bank","PO Box 1283","Sapulpa","OK","74067","49287"
"4256","Spirit Bank","PO Box 1177","Drumright","OK","74030","49289"
"4259","Suntrust","1750 New York Ave NW","Washington","DC","20006","49295"
"4261","Central National Bank","1902 SE Washington Blvd","Bartlesville","OK","74006","49297"
"4262","Banc First","PO Box 1107","McAlester","OK","74502","49298"
"4263","Wachovia Bank N.A.","10501 Main St","Fairfax","VA","22030","49299"
"4264","Municipal Employees Credit Union","8812 S Walker","Oklahoma City ","OK","73139","49300"
"4266","BancFirst","PO Box 26788","Oklahoma City","OK","73126-0788","49302"
"4267","Arvest Bank","3900 N Lincoln Blvd","Oklahoma City","OK","73105","49303"
"4269","First National Bank & Trust Co","Box 448 3rd & Choctaw","McAlester","OK","74502-0949","49305"
"4270","Bank Of OKlahoma","6036 S Yale, PO Box 2300","Tulsa","OK","74192","49306"
"4271","UMB Bank","PO Box 419226","Kansas City","KS","73333","49308"
"4272","BancFirst","PO Box 26788","Oklahoma City","OK","73126","49309"
"4273","UMB Bank Of Kansas City MO","PO Box 419226","Kansas City","MO","64141-6226","49310"
"4275","Rose Rock Bank","320 N Main St","Kingfisher","OK","73750","49312"
"4276","Arvest Bank","4600 SE 29th St","Not Given","OK","00000","49313"
"4278","Security Bank","10727 E 51st St","Tulsa","OK","74146","49315"
"4279","Amalgamated Bank","1825 K St NW","Washington","DC","20036","49316"
"4280","Bank Of America","2027 E 21st St","Tulsa","OK","74114","49317"
"4281","BancFirst","PO Box 789","Ardmore","OK","73402","49318"
"4282","First State Bank","PO Box 827","Tahlequah","OK","74464","49319"
"4283","Bank Of Oklahoma","Norman Branch","Tulsa","OK","74192-0001","49320"
"4285","JP Morgan Chase Bank","PO Box 2558","Houston","TX","77001","49322"
"4286","BancFirst","PO Box 1","Stillwater","OK","74074","49323"
"4287","Wells Fargo Bank Minnesota NA","Not Given","Minneapolis","MN","55479","49324"
"4288","Spirit Bank NA","1315 E Taft","Sapulpa","Ok","","49325"
"4289","BancFirst","PO Box 26788","Oklahoma City","OK","73126-0788","49326"
"4290","JP Morgan Chase Bank","PO Box 219392","Kansas City","MO","64121","49327"
"4291","First Fidelity Bank","5800 NW 39th","Warr Acres","OK","73132","49328"
"4292","Bank Of America","750 15th St NW","Washington","DC","20002","49330"
"4293","BancFirst","PO Box 26788","Oklahoma City","OK","73126","49331"
"4294","Chase Bank ","PO Box 25848","Oklahoma City ","OK","73125-0848","49332"
"4295","Community State Bank","PO Box 789","Poteau","OK","74953","49333"
"4296","Bank Of Oklahoma","2308 N VanBuren","Enid","OK","73703","49334"
"4297","Bank One Texas NA","12450 Greenspoint Dr","Houston","TX","77060-1905","49342"
"4299","Wachovia","4108 Hillsboro Road","Nashville","TN","37215","49346"
"4300","First Bank","701 S Mississippi","Atoka","OK","74525","49347"
"4301","Bank Of Cushing","PO Box 951","Cushing","OK","74023-0951","49348"
"4302","Associated Bank Chicago","200 E Randolph Dr","Chicago","IL","60601","49349"
"4304","BancFirst","Not Given","Oklahoma City","OK","00000","49352"
"4303","Midfirst ","1200 N Kelly ","Edmond ","OK","73034","49352"
"4305","Quail Creek Bank NA","PO Box 20160","Oklahoma City","OK","73156","49353"
"4307","First State Bank","Muskogee","Tahlequah","OK","74464","49355"
"4308","First State Bank","Muskogee","Tahlequah","OK","74464","49356"
"4309","Citibank N.A.","111 Wall St","New York","NY","10043","49357"
"4310","Comerica Bank","3551 Hamlin Rd, MC 2250","Auburn Hills","MI","48326-2250","49358"
"4311","Eastman National Bank","222 E Grand","Ponca City","OK","74601","49361"
"4312","Home National Bank","PO Box 1150","Ponca City","OK","74602-1150","49362"
"4313","First Bank Of Chandler","PO Box 218","Chandler","OK","74834-0218","49363"
"4314","Comerica Bank","PO Box 75000 MC 2250","Detroit","MI","48275-2250","49364"
"4315","Chase Bank NA ","100 N Broadway","Oklahoma City","OK","73102","49365"
"4316","Bank Of Marin","59 Madera Blvd","Corte Madera","CA","94925","49366"
"4318","IBC - Grove Branch","PO Box 26020","Oklahoma City","OK","73126-0020","49368"
"4319","BancFirst","PO Box 1489","Muskogee","OK","74402-1489","49369"
"4321","EDS Federal Credit Union","PO Box 250169","Plano","TX","75025","49389"
"4322","Bank Of America","P. O. Box 25118","Tampa","FL","33622-5118","49390"
"4323","Bank Of America","PO Box 25189","Oklahoma City","OK","73125-0189","49391"
"4324","BancFirst","PO Box 26788","Oklahoma City","OK","73126","49392"
"4325","Bank Of America","211 N Robinson","Oklahoma City","OK","73125","49393"
"4326","Commerce Bank","8000 Forsyth Blvd","St Louis","MO","63105","49394"
"4327","Coppermark Bank","PO Box 25676","Oklahoma City","OK","73125-0676","49395"
"4328","BancFirst","PO Box 988","Norman ","OK","73070-0988","49396"
"4329","Municipal Employees Credit Union","101 N Walker","Oklahoma City","OK","73102","49397"
"4330","MidFirst Bank","835 E Highway 152","Mustang","OK","73064","49398"
"4331","Communication Federal CU","100 W Fifth St","Tulsa","OK","","49399"
"4529","BancFirst","P.O. Box 26788","Oklahoma City","OK","73126-0788","50195"
"4530","BancFirst","Memorial & Bryant","Edmond","OK","73013","50223"
"4531","Bank Of Cushing","224 E Broadway","Cushing","OK","74023","50241"
"4533","First State Bank Of Tahlequah","Not Given","Not Given","OK","00000","50262"
"4534","Security National Bank","PO Box 1272","Enid","OK","73702","50291"
"4536","BancFirst","PO Box 26788","Oklahoma City","OK","73126","50308"
"2988","IBC - Bank","513 NE 12th St","Moore","OK","73160","42971"
"2989","First Bethany Bank & Trust","PO Box 218","Bethany","OK","73008","42974"
"2990","Central National Bank & Trust Co Of Enid","324 W Broadway","Enid","OK","73701","42975"
"2991","First American B & T","570 24th Ave NW","Norman","OK","73070","42982"
"2992","SpiritBank","4815 S Harvard Ste 100","Tulsa","OK","74135","42983"
"2993","Bank Of America","PO Box 15103","Wilmington","DE","19850","42984"
"2994","BancFirst, Marietta Branch","PO Box 190","Marietta","OK","73448","43012"
"2995","First State Bank","721 N Main","Altus","OK","73521","43035"
"2996","Bank Of America","100 S. Muskogee","Tahlequah","OK","74464","43040"
"2997","Republican Bank & Trust","PO Box 5369","Norman","OK","73070","43041"
"2998","BancFirst","PO Box 1107","McAlester","OK","74501-1107","43042"
"3006","BancFirst","101 North Broadway","Oklahoma City","OK","73126","43048"
"2999","First National Bank & Trust Co","PO Box 570","Cordell","OK","73632","43060"
"3000","Great Plains National Bank","Box 149, 228 Hwy 44","Burns Flat","OK","73624","43064"
"3003","Interbank","807 Gary Blvd","Clinton","OK","73601","43065"
"3004","Southwest State Bank","122 E Main PO Box 610","Sentinel","OK","73664-0610","43073"
"3005","Chase Bank","6303 N Portland","Oklahoma City","OK","73112","43075"
"3007","Frost National Bank","PO Box 16509","Fort Worth","TX","76162","43092"
"3008","Chase Bank N.A.","12200 N Rockwell Ave ","Oklahoma City ","OK","73162","43095"
"3009","Valero Federal Credit Union","PO Box 696000","San Antonio","TX","78269-6000","43096"
"3113","Bancfirst","101 N. Broadway","Oklahoma City","OK","73102","43110"
"3011","Fifth Third Bank","105 S York St","Elmhurst","IL","60126","43137"
"3012","BankFirst","PO Box 26788","Oklahoma City","OK","73126-0788","43140"
