REP_NUM,LUMP_AMOUNT,LUMP_DESC,LUMP_CODE,LUMP_PERSONS,LUMP_ID,LUMP_DATE,
"37704","50","Anonymous Contribution","1","1","411","30-MAR-06"
"37725","4339.13","$50 or less Contributions","1","898","414","10-JUL-06"
"37728","185","Contributions of $50 or less","1","8","415","30-JUN-06"
"37749","19520","Individual contributions under $50 in the aggregate","2","130000","425","10-JUL-06"
"37753","600.1","$50 or less","1","59","417","10-JUL-06"
"37754","500","contributions of $50 or less","1","22","418","01-APR-06"
"37759","45","$50 or less","1","1","419","10-JUL-06"
"37762","172","$50 or less","1","30","421","10-JUL-06"
"37765","2764","CONTRIBUTIONS OF $50 OR LESS","1","250","420","01-APR-06"
"37768","1535","CONTRIBUTIONS OF $50 OR LESS","1","40","422","01-APR-06"
"37774","140","CONTRIBUTIONS OF $40 OR LESS","1","7","423","01-APR-06"
"37785","25","CONTRIBUTIONS OF $50 OR LESS","1","1","424","01-APR-06"
"37805","288.14","Payroll Ending July 7, 2006","2","11","436","07-JUL-06"
"37805","288.14","Payroll Ending June 23, 2006","2","11","435","23-JUN-06"
"37805","288.14","Payroll Ending June 9, 2006","2","11","434","09-JUN-06"
"37805","288.14","Payroll Ending May 26, 2006","2","11","433","26-MAY-06"
"37805","288.14","Payroll Ending May 12, 2006","2","11","432","12-MAY-06"
"37805","288.14","Payroll Ending April 28, 2006","2","11","431","28-APR-06"
"37805","288.14","Payroll Ending April 14, 2006","2","11","430","14-APR-06"
"37808","80","Contributions of $50 or less","1","2","428","08-JUL-06"
"37809","377","$2 Voluntary Member Contribution","1","188","454","10-JUL-06"
"37811","50","CONTRUIBUTIONS OF $50 OR LESS","1","1","429","01-APR-06"
"37821","360","Monthly meeting and ticket sales","1","19","441","10-JUN-06"
"37821","35","Monthly Meeting Contributions and Ticket sale","1","2","440","13-MAY-06"
"37821","20","Monthly Meeting contributions","1","2","439","08-APR-06"
"37826","100","Contributions of $50 or less","1","8","462","06-JUL-06"
"37826","101","Contibutions of $50 or less","1","5","445","07-JUL-06"
"37826","155","Ice Cream Social & Pie Auction","1","4","443","07-JUL-06"
"37826","125","Ice Cream Social & Pie Auction","1","3","442","06-JUL-06"
"64716","200","Fundraising Reception","1","10","7097","09-AUG-10"
"64716","49","Lunch Meeting","1","5","7096","16-JUL-10"
"64716","300","Lunch meeting","1","8","7095","05-AUG-10"
"40258","484.75","Payroll Deduction","2","284","851","10-JUN-06"
"40258","493.91","Payroll Deduction","2","285","850","24-MAY-06"
"40258","495.91","Payroll Deduction","2","288","849","22-MAY-06"
"40258","542.41","Payroll Deduction","2","289","848","05-MAY-06"
"40258","553.41","Payroll Deduction","2","295","847","20-APR-06"
"40258","359.5","Payroll Deduction","2","197","846","11-APR-06"
"40258","1250.5","Agent Folio Deductions","2","141","845","12-JUN-06"
"40258","1250.5","Agent Folio Deductions","2","141","844","05-MAY-06"
"40258","1250.5","Agent Folio Deductions","2","141","843","11-APR-06"
"40258","307","Jeans Days","1","100","842","30-MAY-06"
"40258","365.8","Jeans Days","1","100","841","30-JUN-06"
"40268","20","door collection","1","15","855","18-JUL-06"
"40269","134","Pancake Breakfast","1","8","856","15-JUL-06"
"40278","79.86","$50 or less","1","2","861","07-AUG-06"
"40279","134","Pancake Breakfast","1","8","857","15-JUL-06"
"40280","50","Less than $50","1","2","858","30-MAY-06"
"40282","134","Pancake Breakfast","1","8","859","15-JUL-06"
"40306","1917","voluntary contrubitions PAC","2","654","860","01-AUG-06"
"40335","571.43","contributions less than $50 in aggregate","2","500","1008","06-OCT-06"
"40335","302.25","contributions less than $50 in aggregate","2","300","988","13-OCT-06"
"40335","1049.76","contributions less than $50 in aggregate","2","500","986","11-OCT-06"
"40335","196.5","contributions less than $50 in aggregate","2","400","969","29-SEP-06"
"40335","1077.71","contributions less than $50 in aggregate","2","1500","966","25-SEP-06"
"40335","817.22","contributions less than $50 in aggregate","2","1100","965","12-SEP-06"
"40335","550.09","contributions less than $50 in aggregate","2","800","964","11-SEP-06"
"40335","544.94","contributions less than $50 in aggregate","2","1000","936","31-AUG-06"
"40335","835.8","contributions less than $50 in aggregate","2","1200","935","18-AUG-06"
"40335","1248.47","contributions less than $50 in aggregate","2","1500","862","10-AUG-06"
"40346","4010","Gun Raffle","1","525","1164","26-SEP-06"
"40349","785","misc.","1","22","1010","20-OCT-06"
"40349","810","misc.","1","24","976","06-OCT-06"
"40349","1350","misc.","1","39","967","29-SEP-06"
"40349","195","misc.","1","6","961","27-SEP-06"
"40349","80","misc.","1","2","948","15-SEP-06"
"40349","670","misc.","1","19","947","21-SEP-06"
"40349","125","misc.","1","3","941","13-SEP-06"
"40349","165","misc.","1","8","933","05-SEP-06"
"40349","80","misc.","1","2","865","16-AUG-06"
"40351","300","Reception ","1","6","1176","02-OCT-06"
"40351","18","T-Shirts","1","9","1170","16-SEP-06"
"40353","13383","Lump Sum Contributions","2","817","864","07-AUG-06"
"39891","125","Contributions of $50 or Less","1","3","798","07-AUG-06"
"40361","75","CPA letter","1","2","866","12-JUL-06"
"40368","50","$50 or less","1","1","867","07-AUG-06"
"37859","50","$50 or less Contribution","1","1","483","10-JUL-06"
"37861","745","Vision of Hope Banquet","1","23","682","29-JUL-06"
"37861","80","meeting","1","4","452","12-JUL-06"
"37863","25","$50 or less Contributions","1","1","453","10-JUL-06"
"37864","10","Contributions of $50 or less","1","1","548","09-JUN-06"
"37871","12","Cash","1","1","772","07-AUG-06"
"37871","40","Single Donations","1","8","733","04-AUG-06"
"37871","45","Single Donation","1","3","601","19-JUL-06"
"37871","3","Single Donation","1","1","534","11-JUL-06"
"37874","100","CONTRIBUTION OF $50 OR LESS","1","1","456","01-APR-06"
"37876","900","Motorcycle Rally","1","42","455","20-MAY-06"
"37898","70","CONTRIBUTIONS OF $50 OR LESS","1","2","457","01-APR-06"
"37906","265","Fundraiser","1","10","563","24-JUN-06"
"37906","697","Open House","1","30","559","23-APR-06"
"37909","640","CONTRIBUTION OF $50 OR LESS","1","11","460","01-APR-06"
"37922","145","Silent Auction at Convention","1","3","459","19-JAN-06"
"37923","3272","All contributions $50 and under","1","85","458","10-JUL-06"
"37926","760.27","contributions of $50.00 or less","1","22","471","28-APR-06"
"37934","386","Silent Auction","1","12","737","29-JUL-06"
"37934","770","Golf Tournament","1","19","736","26-JUL-06"
"37944","36","Payroll deductions from Arvest Bank employees","2","22","468","30-JUN-06"
"37944","36","Payroll deduction from Arvest Bank employees","2","22","467","15-JUN-06"
"37944","36","Payroll deduction from Arvest Bank employees","2","22","466","31-MAY-06"
"37944","36","Payroll deduction from Arvest Bnak employees","2","22","465","15-MAY-06"
"37944","36","Payroll deduction from Arvest Bank employees","2","22","464","30-APR-06"
"37944","36","Payroll deduction from Arvest Bank employees","2","22","463","15-APR-06"
"37951","149","Friends fundraiser","1","3","491","05-JUN-06"
"37983","20","CONTRIBUTION OF $50 OR LESS","1","1","484","01-APR-06"
"37966","255","$50 or less","1","6","472","12-APR-06"
"37976","19520","Individual contributions under $50 in the aggregate","2","130000","473","10-JUL-06"
"37979","535","Contributions of $50 or less","2","17","476","10-JUL-06"
"37979","535","Contributions of $50 or less","1","17","475","10-JUL-06"
"37980","512","written instrument/ cash","1","13","560","31-MAY-06"
"37991","60","CONTRIBUTION OF $50 OR LESS","1","6","486","30-APR-06"
"37992","50","Contributions of $50 or less","1","1","485","10-JUL-06"
"37993","183","Lump sum contributions less than $50 each","2","6","492","30-JUN-06"
"38002","1090","FUNDRAISER MEAL","1","27","490","16-JUN-06"
"38006","31","contributions of $50 or less","1","1","1109","10-JUL-06"
"40391","2314","Contributions of $50 or less","1","66","869","10-JUL-06"
"40398","280","Contributions of $50 or less","1","12","870","07-AUG-06"
"40408","1205.5","Agent folio deductions","2","179","874","11-JUL-06"
"40408","1473.41","Payroll deduction","2","293","873","05-AUG-06"
"40408","340.65","Jeans day for FEAPAC","1","225","871","17-JUL-06"
"40429","98.98","Contributions of $50 or less","1","2","876","07-AUG-06"
"40438","316","Contributions of $50 or less from individuals","1","10","884","07-AUG-06"
"40447","1031.51","Contributions of $50 or less","1","85","877","07-AUG-06"
"40449","400","$50 or less","1","10","878","07-AUG-06"
"40456","21241.48","Contributions <$50","1","863","1205","23-OCT-06"
"40463","3","Contributions of $50 or less","1","1","879","07-AUG-06"
"40468","12","contributions of $50 or less","1","4","880","07-AUG-06"
"40469","2","contributions of $50 or less","1","1","881","07-AUG-06"
"40472","245","contributions of $50 or less","1","46","882","07-AUG-06"
"40473","450","contributions of $50 or less","1","9","883","07-AUG-06"
"40480","1925.25","Contributions of $50 or less from individuals","1","144","1039","31-JUL-06"
"40480","70","Cash Contribution","2","1","901","12-JUL-06"
"40494","52.23","This was for the sale of bumper stickers at our Headquarters over a period of several weeks.  The average sale is $4.00.","1","13","890","05-AUG-06"
"40494","97","Collection taken at Tulsa Democrats Luncheon Club monthly meeting.","1","50","889","28-JUL-06"
"40507","362.5","contributions of $50 or less","1","8","886","07-AUG-06"
"38014","50","CONTRIBUTIONS OF $50 OR LESS","1","1","489","30-APR-06"
"38034","735","$50 or less contributions","1","16","497","10-JUL-06"
"38044","1621","$50 or less Contributions","1","59","539","10-JUL-06"
"38050","25","$50 or less","1","1","495","10-JUL-06"
"38056","36","Contributions of less than $50 in the aggregate during reporting period","2","3","498","07-APR-06"
"38060","2187","$50 or less Contributions","1","51","695","10-JUL-06"
"38061","50","$50 or less","1","2","505","10-JUL-06"
"38068","3033","B-B-Q DINNER","1","50","521","05-JUN-06"
"38075","100","CONTRIBUTIONS OF $50 OR LESS","1","2","509","01-JAN-06"
"38075","75","CONTRIBUTIONS OF $50 OR LESS","1","2","510","27-MAR-06"
"38075","545","CONTRIBUTIONS OF $50 OR LESS","1","1","508","01-JAN-06"
"38082","1855","Candidate Forum","1","123","511","08-JUL-06"
"38100","1160","Golf Incidental fees","1","55","588","19-JUN-06"
"38100","100","Contribution","1","2","587","04-MAY-06"
"38125","2970","June Fundraiser","1","60","581","23-JUN-06"
"38129","420","Written Instrument","1","10","580","26-JUN-06"
"38133","480","Contributions of $50 or less","1","14","535","10-JUL-06"
"38136","47","Libertarian Meeting","1","6","536","13-JUN-06"
"38145","1170","$50 or less","1","33","549","11-JUN-06"
"38150","661","Payroll Deduction","2","47","540","30-JUN-06"
"38152","498","Contributions of $50 or less","1","21","653","31-MAR-06"
"38157","1848","Contributions of $50 or less","1","55","610","10-JUL-06"
"38168","25","Contributions of $50 or less","1","1","545","10-JUL-06"
"38237","562","$50 or less","1","16","608","10-JUL-06"
"38174","1551","Contributions of $50 or less","1","33","552","10-JUL-06"
"40519","240","Contributions of $50 or less from individuals","1","8","885","07-AUG-06"
"40531","25","Contributions of $50 or less from individuals","1","2","887","07-AUG-06"
"40534","155","Fundraiser","1","6","1161","28-SEP-06"
"40534","25","Cash Donations","1","3","934","16-AUG-06"
"40541","5000","state employees","2","3183","888","12-JUL-06"
"40544","311","T-SHIRTS","1","16","1042","16-OCT-06"
"40544","5","SALE OF T SHIRT","1","1","975","03-OCT-06"
"40554","503.8","Payroll deductions","2","189","891","20-JUL-06"
"40568","2","Contributions of $50 or less","1","1","892","07-AUG-06"
"40585","40","under 50 or less","1","1","893","07-AUG-06"
"40596","1000","Contributions of $50 or less","1","20","903","07-AUG-06"
"40609","58.58","Contributions of $50 or less","1","11","896","07-AUG-06"
"40612","218","Contributions of $50 or less from individuals","1","12","897","07-AUG-06"
"40619","57","$50 or less contributions","1","20","898","07-AUG-06"
"40621","270","Contributions of $50 or less from individuals","1","42","899","01-AUG-06"
"40624","493.25","Contributions of $50 or less from individuals","2","82","900","26-JUL-06"
"40634","11255"," ","1","230","1193","31-AUG-06"
"40656","275","Gave 50 and less","1","7","1040","23-OCT-06"
"40658","450","PARADE APPEARANCES","1","10","904","19-JUL-06"
"40667","3880","Fundraiser","2","165","1141","30-AUG-06"
"40667","1100","Fundraiser","2","58","1140","30-SEP-06"
"35620","210","OBA Deductions","2","11","119","31-MAR-06"
"35620","1365","American Heritage Bank","2","36","117","30-MAR-06"
"35620","920","First National Bank and Trust of Okmulgee","2","59","116","20-MAR-06"
"35688","25","Cash donation","1","1","68","02-MAR-06"
"35755","50","Anonymous Contribution","1","1","91","30-MAR-06"
"38178","1053","cash  ","1","75","547","10-JUL-06"
"38188","50","Fund Raiser","1","1","558","14-JUN-06"
"38188","50","Fund Raiser","1","1","557","10-JUL-06"
"38188","100","Fund Raiser","1","2","556","12-JUN-06"
"38188","50","Fund Raiser","1","1","555","05-JUN-06"
"38188","100","Fund Raiser","1","2","554","04-MAY-06"
"38188","25","Fund Raiser","1","1","553","24-APR-06"
"38188","46","Fund Raiser Dinner","1","3","551","08-JUL-06"
"38194","100","CONTRIBUTION OF $50 OR LESS","1","1","550","01-APR-06"
"38208","75","Fish Fry Fundraiser","1","3","562","08-JUL-06"
"38209","100","mailer","1","2","566","28-JUN-06"
"38231","25","Contribution of $50 or less","1","1","565","10-JUL-06"
"38236","20","cash","1","1","568","23-JUN-06"
"38249","275","$50 or less Contributions","1","6","590","10-JUL-06"
"38259","1922.47","Contributions of $50 or less during the period","2","106","702","30-JUN-06"
"38263","11","Under $50 contributions - PPE 06/30/06","2","6","575","30-JUN-06"
"38263","11","Under $50 contributions - PPE 06/16/06","2","6","574","16-JUN-06"
"38263","11","Under $50 contributions - PPE 06/02/06","2","6","573","02-JUN-06"
"38263","11","Under $50 contributions - PPE 05/19/06","2","6","572","19-MAY-06"
"38263","11","Under $50 contributions - PPE 05/05/06","2","6","571","05-MAY-06"
"38263","11","Under $50 contributions - PPE 4/21/06","2","6","570","21-APR-06"
"38263","11","Under $50 contributions - PPE 4/7/06","2","6","569","07-APR-06"
"38312","760","$50 or less Contributions","1","18","612","10-JUL-06"
"38315","4683.68","less than 50 for April-May-June","1","130","585","30-JUN-06"
"37677","184.8","Cornbread & Beans lunch","1","141","582","07-JUL-06"
"37677","32","Headquarters walk-in","1","2","544","10-APR-06"
"37677","11","Forum for Democratic Action","1","1","543","13-APR-06"
